Delta Time, Position, Velocity, Heading, 
20, 39.628942, 1.085703, 6.063274, 
20, 39.650154, 1.060623, 6.071106, 
20, 39.670873, 1.035947, 6.078755, 
20, 39.691107, 1.011658, 6.086223, 
20, 39.710861, 0.987742, 6.093509, 
20, 39.730145, 0.964187, 6.100614, 
20, 39.748965, 0.940979, 6.107540, 
20, 39.767327, 0.918109, 6.114287, 
20, 39.785238, 0.895565, 6.120857, 
20, 39.802705, 0.873339, 6.127251, 
20, 39.819733, 0.851423, 6.133472, 
20, 39.836330, 0.829809, 6.139520, 
20, 39.852499, 0.808490, 6.145399, 
20, 39.868249, 0.787462, 6.151111, 
20, 39.883583, 0.766718, 6.156657, 
20, 39.898508, 0.746254, 6.162040, 
20, 39.913029, 0.726066, 6.167263, 
20, 39.927152, 0.706152, 6.172327, 
20, 39.940883, 0.686508, 6.177236, 
20, 39.954225, 0.667132, 6.181992, 
20, 39.967186, 0.648022, 6.186598, 
20, 39.979769, 0.629177, 6.191056, 
20, 39.991981, 0.610595, 6.195369, 
20, 40.003827, 0.592275, 6.199540, 
20, 40.015311, 0.574218, 6.203571, 
20, 40.026439, 0.556423, 6.207466, 
20, 40.037217, 0.538889, 6.211226, 
20, 40.047650, 0.521618, 6.214854, 
20, 40.057742, 0.504609, 6.218354, 
20, 40.067499, 0.487862, 6.221728, 
20, 40.076927, 0.471380, 6.224979, 
20, 40.086030, 0.455162, 6.228108, 
20, 40.094814, 0.439209, 6.231120, 
20, 40.103284, 0.423523, 6.234016, 
20, 40.111447, 0.408104, 6.236799, 
20, 40.119306, 0.392953, 6.239472, 
20, 40.126867, 0.378073, 6.242037, 
20, 40.134136, 0.363463, 6.244497, 
20, 40.141119, 0.349125, 6.246855, 
20, 40.147820, 0.335061, 6.249112, 
20, 40.154245, 0.321271, 6.251271, 
20, 40.160401, 0.307757, 6.253335, 
20, 40.166291, 0.294521, 6.255306, 
20, 40.171922, 0.281562, 6.257186, 
20, 40.177300, 0.268884, 6.258978, 
20, 40.182430, 0.256486, 6.260685, 
20, 40.187317, 0.244371, 6.262307, 
20, 40.191968, 0.232538, 6.263849, 
20, 40.196388, 0.220990, 6.265312, 
20, 40.200582, 0.209727, 6.266697, 
20, 40.204557, 0.198751, 6.268009, 
20, 40.208318, 0.188063, 6.269248, 
20, 40.211872, 0.177662, 6.270417, 
20, 40.215223, 0.167552, 6.271518, 
20, 40.218377, 0.157731, 6.272553, 
20, 40.221341, 0.148202, 6.273524, 
20, 40.224121, 0.138964, 6.274434, 
20, 40.226721, 0.130020, 6.275285, 
20, 40.229148, 0.121368, 6.276078, 
20, 40.231409, 0.113011, 6.276816, 
20, 40.233508, 0.104949, 6.277501, 
20, 40.235451, 0.097182, 6.278134, 
20, 40.237246, 0.089711, 6.278719, 
20, 40.238896, 0.082537, 6.279256, 
20, 40.240409, 0.075659, 6.279748, 
20, 40.241791, 0.069079, 6.280197, 
20, 40.243047, 0.062797, 6.280606, 
20, 40.244183, 0.056813, 6.280975, 
20, 40.245206, 0.051128, 6.281307, 
20, 40.246121, 0.045741, 6.281603, 
20, 40.246934, 0.040654, 6.281867, 
20, 40.247651, 0.035865, 6.282100, 
20, 40.248279, 0.031377, 6.282303, 
20, 40.248822, 0.027188, 6.282480, 
20, 40.249288, 0.023299, 6.282631, 
20, 40.249682, 0.019711, 6.282758, 
20, 40.250011, 0.016422, 6.282865, 
20, 40.250280, 0.013434, 6.282952, 
20, 40.250495, 0.010746, 6.283022, 
20, 40.250662, 0.008359, 6.283076, 
20, 40.250787, 0.006273, 6.283116, 
20, 40.250877, 0.004487, 6.283145, 
20, 40.250937, 0.003001, 6.283165, 
20, 40.250973, 0.001816, 6.283177, 
20, 40.250992, 0.000932, 6.283183, 
20, 40.250999, 0.000349, 6.283185, 
20, 40.251000, 0.000066, 6.283185, 
20, 40.251000, 0.000000, 6.283185, 
